id,isDefault
1000575,0.011337339766540937
1028125,0.06298813883715598
1010694,0.005646267889257992
1026712,0.00541425332235876
1002895,0.006603005150382623
1023930,0.33031263645578285
1031202,0.1263411824934178
1041065,0.004260509884957774
1037799,0.03230602161530712
1036385,0.0075519194781839575
1028640,0.18125787519961833
1046198,0.005857342546673343
1005902,0.024864712272335686
1001958,0.029790769733380636
1021171,0.012601924259865466
1018693,0.02830871758714655
1046881,0.02770240644336879
1008394,0.19676755188094017
1039986,0.09361920635365537
1028449,0.22724822870216654
1037670,0.009580844528807392
1030356,0.009854774895171201
1047759,0.3559387385485572
1033422,0.012016072485390269
1041457,0.008272805052107422
1047669,0.40455457328049055
1013635,0.004507596785719971
1009911,0.006245362219514587
1026052,0.028192761398057684
1013010,0.012739126955038985
1000541,0.020704016049261413
1023933,0.019716776465225627
1017173,0.09239938498281607
1010278,0.031634276202159334
1042322,0.018193259287743617
1035083,0.03159069853345246
1017136,0.03069916264525961
1008825,0.030962004163246133
1035744,0.079799566982036
1019544,0.48596717521852717
1019583,0.13651814196384784
1015244,0.03317741875289232
1001057,0.01963198884761391
1018597,0.023381867187135356
1036106,0.42608588459403907
1021590,0.007381039172129226
1028479,0.07180526465170635
1022178,0.07356811527561977
1021768,0.04053583861122712
1044905,0.06004414114932784
1018188,0.013107764078180702
1034782,0.06720645841815626
1043358,0.46394506162609905
1012386,0.010898686904097229
1019710,0.41820492127452347
1003882,0.009833558597474956
1041743,0.018597313279737102
1045699,0.1291886020787015
1023722,0.08037343404087252
1005903,0.10302375248702195
1032382,0.05772424322286551
1032769,0.06365355816356169
1016556,0.034151418161333234
1018606,0.012602959842870557
1034996,0.026136463944403745
1030041,0.009047524063943706
1034236,0.11474090797628755
1027554,0.08510835411993163
1005162,0.1079978270468459
1011175,0.046541035764251504
1033902,0.07087476324936211
1014356,0.16965675848668577
1045176,0.11881522615896856
1048152,0.31002287372683063
1026600,0.02575578344680219
1046111,0.5130638737910677
1010478,0.00630412908920267
1019200,0.01853962131100145
1030818,0.013913120247359231
1041083,0.11689348020298924
1020605,0.009649405958040659
1020932,0.5906338534026572
1031833,0.016061498811266305
1002413,0.5337627035413062
1015116,0.004208521179800536
1011414,0.018619304140325983
1032688,0.029339973933382557
1011934,0.37133048616017605
1024629,0.024964402750374343
1033891,0.007854328866846191
1024842,0.009760793031489069
1027018,0.006888928589406838
1004702,0.015426524610895779
1009408,0.44751855242173977
1026577,0.018726519057574244
1039347,0.01652455934211225
1027392,0.022327360719228945
1033583,0.4735409260074366
1030357,0.6480492572683821
1036590,0.0033527937276388834
1019761,0.04105310439940779
1011949,0.00944903408090706
1035693,0.013625255137459436
1021378,0.009063729044805742
1031346,0.08222674545614048
1017477,0.06804007879252333
1048032,0.032266140228249945
1038679,0.0236260709645749
1007051,0.08091052014300917
1000452,0.00968658473470671
1013922,0.056080466381557934
1046564,0.004080399968929538
1017521,0.0038141250514568664
1009082,0.023577586049694507
1015316,0.007696414033328583
1017718,0.009588180680650002
1021027,0.016386806559315903
1028958,0.13312427481289008
1035453,0.20818408581263786
1024280,0.03229609271712634
1018505,0.5412262606400384
1010128,0.1777520647263692
1007386,0.009553344713073293
1009167,0.018252074020588694
1037585,0.0064617183662842755
1026043,0.283129655830228
1024570,0.08827394667990782
1038043,0.22529428987599548
1037576,0.024494443550477935
1039779,0.009387295338477363
1004522,0.01984238270078651
1007364,0.013038338520752557
1008846,0.006670269774611326
1000603,0.00391706098915143
1021829,0.01831329464891444
1044059,0.013879299036563472
1044404,0.5130522598363826
1012497,0.05138600466590362
1013466,0.013277547786437874
1038891,0.018807921992756167
1010547,0.01863866882151293
1023850,0.6317673690782147
1018544,0.04421236005161595
1018208,0.14103399263812083
1026767,0.10421395573031766
1034103,0.04050106245983296
1026183,0.3952516226794346
1006844,0.008993693184560322
1035884,0.3343116965019769
1008717,0.012962330186767998
1023969,0.02905341715513267
1046972,0.01840922483620812
1039065,0.00396454740723957
1007767,0.007287666511139736
1033865,0.07701069761842244
1040701,0.46789574631047404
1011770,0.11459039348356254
1048315,0.13257143066611096
1030629,0.10224631389387515
1002486,0.12444465087993287
1035595,0.15697997709172803
1000629,0.14441829451913185
1022972,0.284160079839308
1034681,0.00442890047449325
1022023,0.3898613485267413
1009765,0.010792040994571577
1044865,0.004433167460369969
1037277,0.45113233701140576
1012272,0.013057290441680948
1040995,0.01804483103403906
1047338,0.10690362318852242
1045052,0.005591511599065566
1029847,0.005361495256930603
1018987,0.03188944299940964
1040155,0.06731122550888596
1001734,0.11295140830554046
1008795,0.06671931482839392
1032664,0.07181312746304332
1034740,0.06795977164345648
1017204,0.05159656135563794
1010766,0.07580733992913599
1031660,0.08296081196655684
1007238,0.38749480176559514
1020555,0.06678381554956266
1046278,0.005358491864887107
1010915,0.017062943123208937
1046598,0.01669666793486797
1037912,0.1859794467133285
1042520,0.18462954073412208
1043332,0.6157861073409528
1040643,0.06208337697989513
1025913,0.09001020711145319
1031268,0.06964252480383806
1046418,0.23677361028728558
1026392,0.1191806777501656
1049286,0.13802578489835132
1034359,0.014940060422566797
1014506,0.06999392457495719
1031580,0.062189742462456635
1038801,0.09901870527377317
1041903,0.4758416341526263
1010056,0.11182922098587636
1013643,0.21303052303352044
1046980,0.10656822220964629
1012709,0.1403013182199053
1018512,0.35210373768467507
1014724,0.006133340277884053
1030802,0.019800857523205175
1014306,0.26811470467685855
1049297,0.14961726641192602
1036358,0.06493785986444163
1040977,0.47972539483758486
1035734,0.41494790682622973
1019782,0.19785176649151837
1039519,0.07972873267468522
1005038,0.15462323638704115
1040728,0.3130594221461362
1008449,0.027507484828890764
1019069,0.5199353687094146
1023717,0.01044331387682835
1046007,0.015103901450743909
1009223,0.015623567202204525
1040241,0.01597442112831715
1046923,0.012268641225150955
1041166,0.2815727004787789
1042733,0.01958516777912546
1008065,0.01768021325410714
1008164,0.4763941888490131
1032019,0.07705490589482189
1037629,0.1250946823513949
1043927,0.3237393386748599
1027670,0.1033268205243365
1017353,0.056720799701498424
1024141,0.08071580495626005
1042069,0.05907714106157185
1024398,0.14892998764766396
1045922,0.5120019875370379
1020400,0.015345807587933762
1011500,0.007270118694243396
1038606,0.12973671826096062
1025972,0.04725553276144179
1002263,0.5935188360627727
1025557,0.004088402830472652
1031479,0.04194028965028828
1025480,0.023895855584339126
1009819,0.3006681862140051
1007123,0.008394440733099669
1024198,0.04686563916999481
1025725,0.4980782122174816
1012988,0.014032659367600606
1009487,0.0051403112295971345
1039865,0.027990415159443893
1018599,0.009060264178053697
1009489,0.1196706220342443
1041868,0.12674346172183734
1047948,0.08908011762464338
1046133,0.08637324016174355
1026260,0.1549002280159897
1031970,0.16232699268693448
1032976,0.14083680258001474
1035576,0.09245246081000194
1029414,0.09181016215306165
1020223,0.014655920267882408
1011891,0.003886666946620017
1039155,0.48553960594426243
1049708,0.03861035150924503
1011497,0.5553754948749771
1003658,0.009692506534316312
1048635,0.002792265357262542
1019684,0.07798041689317865
1017666,0.005346061465501322
1010777,0.14448947565554815
1032325,0.04842684286599863
1009834,0.3279387694292163
1028976,0.1347735898881015
1000023,0.11941834047478492
1038750,0.22400034916244768
1039210,0.08705511952108967
1021115,0.09473352238805594
1008255,0.06655946867950033
1043035,0.01362689559222627
1017174,0.49732257013523984
1047924,0.3762390741425749
1038586,0.009113898655846069
1011805,0.008968684981175883
1048311,0.0072068511168149555
1044609,0.0047236110570840085
1001320,0.00649967751909039
1044992,0.320007686836772
1027123,0.012876044799814143
1002344,0.03223829809828275
1023161,0.004556934017861171
1017527,0.014493306379264156
1025805,0.007082913854833346
1001488,0.4141786325726068
1043664,0.01125686938914897
1002051,0.016587631651226856
1044756,0.01945269262816088
1046992,0.005257172800309337
1029657,0.3625132809725619
1021900,0.502768775565501
1037278,0.10564093214152913
1025134,0.5005168143303064
1045543,0.06642270541673875
1002896,0.06475439119473804
1010600,0.169104303889204
1014618,0.3334422679389478
1003535,0.42523044932526577
1046540,0.00821871411251272
1024939,0.025836542855625064
1039793,0.020625058347994385
1034152,0.5305838393368255
1045428,0.016239133461860948
1042718,0.5135037022488743
1010816,0.004108882293477665
1000763,0.014808210283779611
1019619,0.005882792092433357
1028129,0.005405574449233974
1025519,0.02764012465373831
1024757,0.12332865461056758
1002790,0.009694070929592112
1036698,0.004911156623624512
1008144,0.006789080326190825
1008085,0.36079307667586025
1001394,0.008538747036788797
1020391,0.00718069820779608
1029372,0.04914060854509894
1006486,0.38043107096272444
1007830,0.5590273597624179
1032904,0.4868169290587593
1024111,0.47629468162245614
1048195,0.27271439685176824
1003144,0.5982394025910144
1023438,0.05162419970211071
1004329,0.14051326845396492
1024473,0.3294015773017228
1024970,0.01231450684924462
1020904,0.006439584552667349
1041784,0.01270962551858653
1010047,0.039059564932600106
1035244,0.015846747189518017
1023875,0.005114876973443587
1003764,0.01712018969889169
1029025,0.006645689284251163
1033300,0.014334433402293206
1009135,0.03891835392550992
1044352,0.49305723637011756
1021747,0.007827020192858202
1041665,0.008342620920847602
1000368,0.03136264615706276
